SSBSECT_SUBJ_CODE,SSBSECT_CRSE_NUMB,SSBSECT_TERM_CODE,SSBSECT_CRN,SSRATTR_TERM_CODE,SSRATTR_CRN,SSRATTR_ATTR_CODE,SSRATTR_ACTIVITY_DATE
GIS,201,202110,10553,202110,10553,MOIE,2020/03/16
GIS,201,202110,10553,202110,10553,W,2020/03/16
GIS,262,202110,10548,202110,10548,A4,2020/03/16
GIS,262,202110,10548,202110,10548,MOIE,2020/03/16
GIS,381,202110,10597,202110,10597,MOIB,2020/05/08
GIS,381,202110,10597,202110,10597,MOIE,2020/05/08
GIS,381,202110,10597,202110,10597,W,2020/05/08
GIS,400,202110,10563,202110,10563,ADVS,2020/03/18
GIS,400,202110,10563,202110,10563,FREE,2020/03/18
GIS,400,202110,10563,202110,10563,MOIE,2020/03/18
GOV,110,202110,10007,202110,10007,A3,2020/01/17
GOV,110,202110,10007,202110,10007,MOIE,2020/01/17
GOV,110,202110,10007,202110,10007,W,2020/01/17
GOV,111,202110,10008,202110,10008,A3,2020/01/17
GOV,111,202110,10008,202110,10008,MOIE,2020/01/17
GOV,111,202110,10009,202110,10009,A3,2020/01/17
GOV,111,202110,10009,202110,10009,MOIE,2020/01/17
GOV,112,202110,10010,202110,10010,A3,2020/01/17
GOV,112,202110,10010,202110,10010,MOIE,2020/01/17
GOV,112,202110,10411,202110,10411,A3,2020/02/27
GOV,112,202110,10411,202110,10411,MOIE,2020/02/27
GOV,113,202110,10011,202110,10011,A3,2020/01/17
GOV,113,202110,10011,202110,10011,MOIE,2020/01/17
GOV,113,202110,10011,202110,10011,W,2020/01/17
GOV,113,202110,10012,202110,10012,A3,2020/01/17
GOV,113,202110,10012,202110,10012,MOIE,2020/01/17
GOV,113,202110,10012,202110,10012,W,2020/01/17
GOV,203,202110,10013,202110,10013,MOIE,2020/01/17
GOV,212,202110,10014,202110,10014,MOIE,2020/01/17
GOV,212,202110,10014,202110,10014,W,2020/01/17
GOV,214,202110,10015,202110,10015,MOIB,2020/01/17
GOV,214,202110,10015,202110,10015,MOIE,2020/01/17
GOV,214,202110,10015,202110,10015,W,2020/01/17
GOV,223,202110,10575,202110,10575,A3,2020/03/24
GOV,223,202110,10575,202110,10575,MOIE,2020/03/24
GOV,225,202110,10017,202110,10017,MOIE,2020/01/17
GOV,225F,202110,10018,202110,10018,FLAC,2020/01/17
GOV,225F,202110,10018,202110,10018,FREE,2020/01/17
GOV,229,202110,10576,202110,10576,MOIE,2020/03/24
GOV,229,202110,10576,202110,10576,W,2020/03/24
GOV,232,202110,10020,202110,10020,MOIE,2020/01/17
GOV,265,202110,10021,202110,10021,MOIE,2020/01/17
GOV,265,202110,10021,202110,10021,W,2020/01/17
GOV,268,202110,10022,202110,10022,MOIE,2020/01/17
GOV,268,202110,10022,202110,10022,W,2020/01/17
GOV,276,202110,10023,202110,10023,CC,2020/01/17
GOV,276,202110,10023,202110,10023,MOIE,2020/01/17
GOV,276,202110,10023,202110,10023,W,2020/01/17
GOV,312,202110,10603,202110,10603,MOIE,2020/06/25
GOV,312,202110,10603,202110,10603,W,2020/06/25
GOV,314,202110,10604,202110,10604,MOIE,2020/06/25
GOV,314,202110,10604,202110,10604,W,2020/06/25
GOV,324,202110,10024,202110,10024,MOIE,2020/01/17
GOV,324,202110,10024,202110,10024,W,2020/01/17
GOV,493P,202110,10025,202110,10025,ADVS,2020/01/17
GOV,493P,202110,10025,202110,10025,FREE,2020/01/17
GOV,493P,202110,10025,202110,10025,MOIE,2020/01/17
GOV,493P,202110,10025,202110,10025,W,2020/01/17
GOV,493Q,202110,10026,202110,10026,ADVS,2020/01/17
GOV,493Q,202110,10026,202110,10026,FREE,2020/01/17
GOV,493Q,202110,10026,202110,10026,MOIE,2020/01/17
GOV,493Q,202110,10026,202110,10026,W,2020/01/17
GOV,493S,202110,10605,202110,10605,MOIE,2020/06/25
GOV,493S,202110,10605,202110,10605,W,2020/06/25
GOV,493U,202110,10027,202110,10027,ADVS,2020/01/17
GOV,493U,202110,10027,202110,10027,FREE,2020/01/17
GOV,493U,202110,10027,202110,10027,MOIE,2020/01/17
GOV,493Z,202110,10564,202110,10564,ADVS,2020/03/18
GOV,493Z,202110,10564,202110,10564,FREE,2020/03/18
GOV,493Z,202110,10564,202110,10564,MOIE,2020/03/18
GRK,102,202110,10043,202110,10043,AGRK,2020/01/17
GRK,102,202110,10043,202110,10043,EGRK,2020/01/17
GRK,102,202110,10043,202110,10043,WLC,2020/01/17
GRK,226,202110,10044,202110,10044,AGRK,2020/01/17
GRK,226,202110,10044,202110,10044,WLC,2020/01/17
GRK,326,202110,10045,202110,10045,AGRK,2020/01/17
GRK,326,202110,10045,202110,10045,WLC,2020/01/17
GWS,102,202110,10148,202110,10148,MOIE,2020/02/13
GWS,103,202110,10519,202110,10519,A3,2020/03/05
GWS,103,202110,10519,202110,10519,MOIE,2020/03/05
GWS,201,202110,10566,202110,10566,MOIE,2020/03/18
GWS,201,202110,10566,202110,10566,W,2020/03/18
GWS,209,202110,10233,202110,10233,MOIE,2020/02/14
GWS,209,202110,10233,202110,10233,SDP,2020/03/30
GWS,231,202110,10580,202110,10580,MOIE,2020/03/30
GWS,231,202110,10580,202110,10580,SDP,2020/03/30
GWS,262,202110,10549,202110,10549,A4,2020/03/16
GWS,262,202110,10549,202110,10549,MOIE,2020/03/16
GWS,290,202110,10518,202110,10518,A4,2020/03/05
GWS,290,202110,10518,202110,10518,MOIB,2020/03/05
GWS,301,202110,10293,202110,10293,MOIB,2020/02/18
GWS,301,202110,10293,202110,10293,W,2020/02/18
GWS,302,202110,10521,202110,10521,A3,2020/03/05
GWS,302,202110,10521,202110,10521,MOIB,2020/03/05
GWS,302,202110,10521,202110,10521,MOIE,2020/03/05
GWS,302,202110,10521,202110,10521,W,2020/03/05
GWS,318,202110,10118,202110,10118,MOIB,2020/02/07
GWS,318,202110,10118,202110,10118,MOIE,2020/02/07
GWS,318,202110,10118,202110,10118,SDP,2020/03/30
GWS,319,202110,10579,202110,10579,MOIB,2020/03/30
GWS,319,202110,10579,202110,10579,MOIE,2020/03/30
GWS,320,202110,10276,202110,10276,MOIE,2020/02/17
GWS,380,202110,10522,202110,10522,MOIB,2020/03/05
GWS,413,202110,10306,202110,10306,MOIB,2020/02/18
GWS,413,202110,10306,202110,10306,W,2020/02/18
HBR,102,202110,10046,202110,10046,AHBR,2020/01/17
HBR,102,202110,10046,202110,10046,WLC,2020/01/17
HBR,202,202110,10047,202110,10047,AHBR,2020/01/17
HBR,202,202110,10047,202110,10047,INFL,2020/01/17
HBR,202,202110,10047,202110,10047,WLC,2020/01/17
HIS,102,202110,10552,202110,10552,W,2020/03/16
HIS,232,202110,10086,202110,10086,A7,2020/02/04
HIS,232,202110,10086,202110,10086,MOIE,2020/02/04
HIS,232,202110,10086,202110,10086,W,2020/02/04
HIS,241,202110,10088,202110,10088,A7,2020/02/04
HIS,241,202110,10088,202110,10088,MOIE,2020/02/04
HIS,241,202110,10088,202110,10088,W,2020/02/04
HIS,241F,202110,10562,202110,10562,FLAC,2020/03/20
HIS,268,202110,10595,202110,10595,A3,2020/05/04
HIS,268,202110,10595,202110,10595,CC,2020/05/04
HIS,268,202110,10595,202110,10595,MOIB,2020/05/04
HIS,268,202110,10595,202110,10595,MOIE,2020/05/04
HIS,268,202110,10595,202110,10595,W,2020/05/04
HIS,304,202110,10089,202110,10089,MOIB,2020/02/04
HIS,304,202110,10089,202110,10089,MOIE,2020/02/04
HIS,304,202110,10089,202110,10089,W,2020/02/04
HIS,313,202110,10412,202110,10412,MOIE,2020/02/27
HIS,313,202110,10412,202110,10412,W,2020/02/27
HIS,323,202110,10413,202110,10413,A7,2020/02/27
HIS,323,202110,10413,202110,10413,MOID,2020/02/27
HIS,323,202110,10413,202110,10413,MOIE,2020/02/27
HIS,323,202110,10413,202110,10413,W,2020/02/27
HIS,417,202110,10091,202110,10091,MOIE,2020/02/04
HIS,417,202110,10091,202110,10091,W,2020/02/04
HIS,423,202110,10092,202110,10092,MOIE,2020/02/04
HIS,423,202110,10092,202110,10092,W,2020/02/04
HIS,428,202110,10094,202110,10094,A7,2020/02/04
HIS,428,202110,10094,202110,10094,MOIE,2020/02/04
HIS,428,202110,10094,202110,10094,W,2020/02/04
HIS,465,202110,10097,202110,10097,ADVS,2020/02/04
HIS,465,202110,10097,202110,10097,MOIB,2020/02/04
HIS,465,202110,10097,202110,10097,MOIE,2020/02/04
HIS,465,202110,10097,202110,10097,W,2020/02/04
HMD,103,202110,10147,202110,10147,MOIE,2020/02/13
HMD,111,202110,10149,202110,10149,A3,2020/02/13
HMD,111,202110,10149,202110,10149,MOIE,2020/02/13
HMD,111,202110,10150,202110,10150,A3,2020/02/13
HMD,111,202110,10150,202110,10150,MOIE,2020/02/13
HMD,225,202110,10152,202110,10152,MOIE,2020/02/13
HMD,255,202110,10154,202110,10154,MOIE,2020/02/13
HMD,260,202110,10155,202110,10155,MOIE,2020/02/13
HMD,260,202110,10155,202110,10155,W,2020/02/13
HMD,306,202110,10156,202110,10156,MOIB,2020/02/13
HMD,306,202110,10156,202110,10156,MOIE,2020/02/13
HMD,306,202110,10156,202110,10156,W,2020/02/13
HMD,314,202110,10157,202110,10157,MOIB,2020/02/13
HMD,314,202110,10157,202110,10157,MOIE,2020/02/13
HMD,314,202110,10157,202110,10157,W,2020/02/13
IS,201,202110,10516,202110,10516,W,2020/03/05
ITL,102,202110,10348,202110,10348,AITL,2020/02/21
ITL,102,202110,10348,202110,10348,EITL,2020/02/21
ITL,102,202110,10348,202110,10348,WLC,2020/02/21
ITL,102,202110,10349,202110,10349,AITL,2020/02/21
ITL,102,202110,10349,202110,10349,EITL,2020/02/21
ITL,102,202110,10349,202110,10349,WLC,2020/02/21
ITL,102,202110,10350,202110,10350,AITL,2020/02/21
ITL,102,202110,10350,202110,10350,EITL,2020/02/21
ITL,102,202110,10350,202110,10350,WLC,2020/02/21
ITL,102,202110,10351,202110,10351,AITL,2020/02/21
ITL,102,202110,10351,202110,10351,EITL,2020/02/21
ITL,102,202110,10351,202110,10351,WLC,2020/02/21
ITL,102,202110,10352,202110,10352,AITL,2020/02/21
ITL,102,202110,10352,202110,10352,EITL,2020/02/21
ITL,102,202110,10352,202110,10352,WLC,2020/02/21
ITL,202,202110,10353,202110,10353,AITL,2020/02/21
ITL,202,202110,10353,202110,10353,INFL,2020/02/21
ITL,202,202110,10353,202110,10353,W,2020/02/21
ITL,202,202110,10353,202110,10353,WLC,2020/02/21
ITL,250,202110,10354,202110,10354,AITL,2020/02/21
ITL,250,202110,10354,202110,10354,INFL,2020/02/21
ITL,250,202110,10354,202110,10354,W,2020/02/21
ITL,250,202110,10354,202110,10354,WLC,2020/02/21
ITL,402F,202110,10572,202110,10572,FLAC,2020/03/26
ITL,416,202110,10593,202110,10593,MOIB,2020/04/14
JPN,102,202110,10052,202110,10052,AJPN,2020/01/17
JPN,102,202110,10052,202110,10052,EJPN,2020/01/17
JPN,102,202110,10052,202110,10052,WLC,2020/01/17
JPN,202,202110,10101,202110,10101,AJPN,2020/02/05
JPN,202,202110,10101,202110,10101,INFL,2020/02/05
JPN,202,202110,10101,202110,10101,WLC,2020/02/05
JS,232,202110,10087,202110,10087,A7,2020/02/04
JS,232,202110,10087,202110,10087,MOIE,2020/02/04
JS,232,202110,10087,202110,10087,W,2020/02/04
JS,248,202110,10475,202110,10475,MOIB,2020/03/02
JS,248,202110,10475,202110,10475,MOIE,2020/03/02
JS,248,202110,10475,202110,10475,W,2020/03/02
JS,425,202110,10477,202110,10477,W,2020/03/02
LAT,102,202110,10048,202110,10048,ALAT,2020/01/17
LAT,102,202110,10048,202110,10048,ELAT,2020/01/17
LAT,102,202110,10048,202110,10048,WLC,2020/01/17
LAT,202,202110,10050,202110,10050,ALAT,2020/01/17
LAT,202,202110,10050,202110,10050,INFL,2020/01/17
LAT,202,202110,10050,202110,10050,WLC,2020/01/17
LIN,110,202110,10002,202110,10002,A3,2020/01/16
LIN,110,202110,10002,202110,10002,MOIC,2020/01/16
LIN,110,202110,10002,202110,10002,MOIE,2020/01/16
LIN,220,202110,10264,202110,10264,MOIE,2020/02/17
MAT,108,202110,10079,202110,10079,A2,2020/01/31
MAT,108,202110,10079,202110,10079,MOIC,2020/01/31
MAT,108,202110,10080,202110,10080,A2,2020/01/31
MAT,108,202110,10080,202110,10080,MOIC,2020/01/31
MAT,110,202110,10081,202110,10081,A2,2020/01/31
MAT,110,202110,10081,202110,10081,CC,2020/01/31
MAT,110,202110,10081,202110,10081,MOIC,2020/01/31
MAT,111,202110,10082,202110,10082,A2,2020/01/31
MAT,111,202110,10082,202110,10082,MOIC,2020/01/31
MAT,112,202110,10083,202110,10083,A2,2020/01/31
MAT,112,202110,10083,202110,10083,MOIC,2020/01/31
MAT,113,202110,10084,202110,10084,A2,2020/01/31
MAT,113,202110,10084,202110,10084,MOIC,2020/01/31
MAT,210,202110,10085,202110,10085,A2,2020/01/31
MAT,210,202110,10085,202110,10085,MOIC,2020/01/31
MAT,210,202110,10119,202110,10119,A2,2020/02/10
MAT,210,202110,10119,202110,10119,MOIC,2020/02/10
MAT,212,202110,10121,202110,10121,A2,2020/02/10
MAT,212,202110,10121,202110,10121,MOIC,2020/02/10
MAT,226,202110,10120,202110,10120,A2,2020/02/10
MAT,226,202110,10120,202110,10120,MOIC,2020/02/10
MAT,303,202110,10122,202110,10122,W,2020/02/10
MUS,122,202110,10320,202110,10320,A5,2020/02/20
MUS,122,202110,10320,202110,10320,CC,2020/02/20
MUS,122,202110,10320,202110,10320,MOIA,2020/02/20
MUS,130,202110,10322,202110,10322,A5,2020/02/20
MUS,130,202110,10322,202110,10322,CC,2020/02/20
MUS,130,202110,10322,202110,10322,MOIA,2020/02/20
MUS,206,202110,10330,202110,10330,A5,2020/02/20
MUS,206,202110,10330,202110,10330,MOIA,2020/02/20
MUS,206,202110,10330,202110,10330,MOIB,2020/03/30
MUS,248,202110,10342,202110,10342,A7,2020/02/20
MUS,248,202110,10342,202110,10342,MOIB,2020/03/30
MUS,248,202110,10342,202110,10342,MOIE,2020/02/20
MUS,304,202110,10343,202110,10343,MOIA,2020/03/30
MUS,304,202110,10343,202110,10343,MOIB,2020/03/30
MUS,308,202110,10345,202110,10345,MOIE,2020/02/20
MUS,324,202110,10590,202110,10590,MOIA,2020/04/06
MUS,493A,202110,10591,202110,10591,MOIB,2020/04/06
MUS,493A,202110,10591,202110,10591,W,2020/04/06
PHE,101C,202110,10584,202110,10584,100L,2020/03/26
PHE,101C,202110,10584,202110,10584,FREE,2020/03/26
PHE,101F,202110,10414,202110,10414,100L,2020/02/27
PHE,101F,202110,10414,202110,10414,FREE,2020/02/27
PHE,101G,202110,10424,202110,10424,100L,2020/02/28
PHE,101G,202110,10424,202110,10424,FREE,2020/02/28
PHE,101G,202110,10435,202110,10435,100L,2020/02/28
PHE,101G,202110,10435,202110,10435,FREE,2020/02/28
PHE,101G,202110,10436,202110,10436,100L,2020/02/28
PHE,101G,202110,10436,202110,10436,FREE,2020/02/28
PHE,101M,202110,10434,202110,10434,100L,2020/02/28
PHE,101M,202110,10434,202110,10434,FREE,2020/02/28
PHE,101P,202110,10415,202110,10415,100L,2020/02/27
PHE,101P,202110,10415,202110,10415,FREE,2020/02/27
PHE,101R,202110,10416,202110,10416,100L,2020/02/27
PHE,101R,202110,10416,202110,10416,FREE,2020/02/27
PHE,101S,202110,10417,202110,10417,100L,2020/02/27
PHE,101S,202110,10417,202110,10417,FREE,2020/02/27
PHE,101T,202110,10418,202110,10418,100L,2020/02/27
PHE,101T,202110,10418,202110,10418,FREE,2020/02/27
PHE,101V,202110,10419,202110,10419,100L,2020/02/28
PHE,101V,202110,10419,202110,10419,FREE,2020/02/28
PHE,101Z,202110,10420,202110,10420,100L,2020/02/28
PHE,101Z,202110,10420,202110,10420,FREE,2020/02/28
PHE,101Z,202110,10421,202110,10421,100L,2020/02/28
PHE,101Z,202110,10421,202110,10421,FREE,2020/02/28
PHE,102B,202110,10422,202110,10422,100L,2020/02/28
PHE,102B,202110,10422,202110,10422,FREE,2020/02/28
PHE,102O,202110,10423,202110,10423,100L,2020/02/28
PHE,102O,202110,10423,202110,10423,FREE,2020/02/28
PHE,104G,202110,10431,202110,10431,100L,2020/02/28
PHE,104G,202110,10431,202110,10431,FREE,2020/02/28
PHE,104G,202110,10432,202110,10432,100L,2020/02/28
PHE,104G,202110,10432,202110,10432,FREE,2020/02/28
PHE,105E,202110,10425,202110,10425,100L,2020/02/28
PHE,105E,202110,10425,202110,10425,FREE,2020/02/28
PHE,105E,202110,10426,202110,10426,100L,2020/02/28
PHE,105E,202110,10426,202110,10426,FREE,2020/02/28
PHI,101,202110,10030,202110,10030,A6,2020/01/17
PHI,101,202110,10030,202110,10030,MOIB,2020/01/17
PHI,101,202110,10030,202110,10030,MOIE,2020/01/17
PHI,101,202110,10030,202110,10030,W,2020/01/17
PHI,101,202110,10031,202110,10031,A6,2020/01/17
PHI,101,202110,10031,202110,10031,MOIB,2020/01/17
PHI,101,202110,10031,202110,10031,MOIE,2020/01/17
PHI,101,202110,10031,202110,10031,W,2020/01/17
PHI,201,202110,10032,202110,10032,A6,2020/01/17
PHI,201,202110,10032,202110,10032,MOIB,2020/01/17
PHI,201,202110,10032,202110,10032,MOIE,2020/01/17
PHI,201,202110,10032,202110,10032,W,2020/01/17
PHI,206,202110,10033,202110,10033,A6,2020/01/17
PHI,206,202110,10033,202110,10033,MOIB,2020/01/17
PHI,206,202110,10033,202110,10033,MOIE,2020/01/17
PHI,206,202110,10033,202110,10033,W,2020/01/17
PHI,229,202110,10036,202110,10036,A6,2020/01/17
PHI,229,202110,10036,202110,10036,MOIB,2020/01/17
PHI,229,202110,10036,202110,10036,MOIE,2020/01/17
PHI,229,202110,10036,202110,10036,W,2020/01/17
PHI,244,202110,10016,202110,10016,A6,2020/01/17
PHI,244,202110,10016,202110,10016,MOIB,2020/01/17
PHI,244,202110,10016,202110,10016,MOIE,2020/01/17
PHI,244,202110,10016,202110,10016,W,2020/01/17
PHI,277,202110,10034,202110,10034,A6,2020/01/17
PHI,277,202110,10034,202110,10034,MOIB,2020/01/17
PHI,277,202110,10034,202110,10034,MOIE,2020/01/17
PHI,277,202110,10034,202110,10034,W,2020/01/17
PHI,320,202110,10038,202110,10038,W,2020/01/17
PHY,108,202110,10104,202110,10104,A1,2020/02/07
PHY,108,202110,10104,202110,10104,MOID,2020/02/07
PHY,108L,202110,10105,202110,10105,100L,2020/02/07
PHY,108L,202110,10106,202110,10106,100L,2020/02/07
PHY,110,202110,10107,202110,10107,A1,2020/02/07
PHY,110,202110,10107,202110,10107,MOID,2020/02/07
PSY,100,202110,10390,202110,10390,A1,2020/02/25
PSY,100,202110,10390,202110,10390,MOID,2020/02/25
PSY,100,202110,10391,202110,10391,A1,2020/02/25
PSY,100,202110,10391,202110,10391,MOID,2020/02/25
PSY,100,202110,10392,202110,10392,A1,2020/02/25
PSY,100,202110,10392,202110,10392,MOID,2020/02/25
PSY,100,202110,10393,202110,10393,A1,2020/02/25
PSY,100,202110,10393,202110,10393,MOID,2020/02/25
PSY,100,202110,10394,202110,10394,A1,2020/02/25
PSY,100,202110,10394,202110,10394,MOID,2020/02/25
PSY,100,202110,10395,202110,10395,A1,2020/02/25
PSY,100,202110,10395,202110,10395,MOID,2020/02/25
PSY,100,202110,10396,202110,10396,A1,2020/02/25
PSY,100,202110,10396,202110,10396,MOID,2020/02/25
PSY,100,202110,10397,202110,10397,A1,2020/02/25
PSY,100,202110,10397,202110,10397,MOID,2020/02/25
PSY,201,202110,10398,202110,10398,MOIC,2020/02/27
PSY,201,202110,10399,202110,10399,MOIC,2020/02/27
PSY,202,202110,10400,202110,10400,MOID,2020/02/27
PSY,202,202110,10400,202110,10400,W,2020/02/27
PSY,202,202110,10401,202110,10401,MOID,2020/02/27
PSY,202,202110,10401,202110,10401,W,2020/02/27
PSY,322,202110,10179,202110,10179,W,2020/02/13
REL,102,202110,10551,202110,10551,W,2020/03/16
REL,248,202110,10476,202110,10476,MOIB,2020/03/02
REL,248,202110,10476,202110,10476,MOIE,2020/03/02
REL,248,202110,10476,202110,10476,W,2020/03/02
REL,298,202110,10459,202110,10459,A6,2020/03/02
REL,298,202110,10459,202110,10459,CC,2020/03/02
REL,298,202110,10459,202110,10459,MOIB,2020/03/02
REL,298,202110,10459,202110,10459,MOIE,2020/03/02
REL,298,202110,10459,202110,10459,SDP,2020/03/30
REL,298,202110,10459,202110,10459,W,2020/03/02
REL,425,202110,10478,202110,10478,W,2020/03/02
RUS,102,202110,10456,202110,10456,ARUS,2020/03/02
RUS,102,202110,10456,202110,10456,ERUS,2020/03/02
RUS,102,202110,10456,202110,10456,WLC,2020/03/02
RUS,202,202110,10457,202110,10457,ARUS,2020/03/02
RUS,202,202110,10457,202110,10457,INFL,2020/03/02
RUS,202,202110,10457,202110,10457,WLC,2020/03/02
SLA,107,202110,10284,202110,10284,A4,2020/02/18
SLA,107,202110,10284,202110,10284,CC,2020/02/18
SLA,107,202110,10284,202110,10284,MOIB,2020/02/18
SLA,226,202110,10458,202110,10458,MOIB,2020/03/02
SLA,490,202110,10029,202110,10029,ADVS,2020/01/17
SLA,490,202110,10029,202110,10029,FREE,2020/01/17
SLA,494,202110,10465,202110,10465,ADVS,2020/03/02
SOC,103,202110,10227,202110,10227,A3,2020/02/14
SOC,103,202110,10227,202110,10227,MOIE,2020/02/14
SOC,103,202110,10228,202110,10228,A3,2020/02/14
SOC,103,202110,10228,202110,10228,MOIE,2020/02/14
SOC,103,202110,10229,202110,10229,A3,2020/02/14
SOC,103,202110,10229,202110,10229,MOIE,2020/02/14
SOC,103,202110,10230,202110,10230,A3,2020/02/14
SOC,103,202110,10230,202110,10230,MOIE,2020/02/14
SOC,204,202110,10231,202110,10231,MOIE,2020/02/14
SOC,208,202110,10232,202110,10232,MOIE,2020/02/14
SOC,208,202110,10232,202110,10232,SDP,2020/03/30
SOC,224,202110,10234,202110,10234,MOIE,2020/02/14
SOC,262,202110,10236,202110,10236,MOIE,2020/02/14
SOC,310,202110,10238,202110,10238,A3,2020/02/14
SOC,310,202110,10238,202110,10238,MOIE,2020/02/14
SOC,325,202110,10237,202110,10237,MOIB,2020/02/14
SOC,325,202110,10237,202110,10237,MOIE,2020/02/14
SPA,102,202110,10373,202110,10373,ASPA,2020/02/25
SPA,102,202110,10373,202110,10373,MOIB,2020/02/25
SPA,102,202110,10373,202110,10373,WLC,2020/02/25
SPA,102,202110,10374,202110,10374,ASPA,2020/02/25
SPA,102,202110,10374,202110,10374,MOIB,2020/02/25
SPA,102,202110,10374,202110,10374,WLC,2020/02/25
SPA,102,202110,10375,202110,10375,ASPA,2020/02/25
SPA,102,202110,10375,202110,10375,MOIB,2020/02/25
SPA,102,202110,10375,202110,10375,WLC,2020/02/25
SPA,103,202110,10376,202110,10376,ASPA,2020/02/25
SPA,103,202110,10376,202110,10376,INFL,2020/02/25
SPA,103,202110,10376,202110,10376,MOIE,2020/02/25
SPA,103,202110,10376,202110,10376,WLC,2020/02/25
SPA,110,202110,10005,202110,10005,A3,2020/01/16
SPA,110,202110,10005,202110,10005,MOIC,2020/01/16
SPA,110,202110,10005,202110,10005,MOIE,2020/01/16
SPA,121,202110,10377,202110,10377,ASPA,2020/02/25
SPA,121,202110,10377,202110,10377,INFL,2020/02/25
SPA,121,202110,10377,202110,10377,MOIE,2020/02/25
SPA,121,202110,10377,202110,10377,WLC,2020/02/25
SPA,121,202110,10378,202110,10378,ASPA,2020/02/25
SPA,121,202110,10378,202110,10378,INFL,2020/02/25
SPA,121,202110,10378,202110,10378,MOIE,2020/02/25
SPA,121,202110,10378,202110,10378,WLC,2020/02/25
SPA,125,202110,10379,202110,10379,ASPA,2020/02/25
SPA,125,202110,10379,202110,10379,CC,2020/02/25
SPA,125,202110,10379,202110,10379,INFL,2020/02/25
SPA,125,202110,10379,202110,10379,MOIE,2020/02/25
SPA,125,202110,10379,202110,10379,WLC,2020/02/25
SPA,204,202110,10448,202110,10448,ASPA,2020/02/28
SPA,204,202110,10448,202110,10448,MOIE,2020/02/28
SPA,204,202110,10448,202110,10448,W,2020/03/30
SPA,204,202110,10448,202110,10448,WLC,2020/02/28
SPA,207,202110,10380,202110,10380,ASPA,2020/02/25
SPA,207,202110,10380,202110,10380,INFL,2020/02/25
SPA,207,202110,10380,202110,10380,MOIE,2020/02/25
SPA,207,202110,10380,202110,10380,WLC,2020/02/25
SPA,207,202110,10381,202110,10381,ASPA,2020/02/25
SPA,207,202110,10381,202110,10381,INFL,2020/02/25
SPA,207,202110,10381,202110,10381,MOIE,2020/02/25
SPA,207,202110,10381,202110,10381,WLC,2020/02/25
SPA,208,202110,10382,202110,10382,A4,2020/02/25
SPA,208,202110,10382,202110,10382,ASPA,2020/02/25
SPA,208,202110,10382,202110,10382,INFL,2020/02/25
SPA,208,202110,10382,202110,10382,MOIB,2020/02/25
SPA,208,202110,10382,202110,10382,MOIE,2020/02/25
SPA,208,202110,10382,202110,10382,WLC,2020/02/25
SPA,209,202110,10383,202110,10383,ASPA,2020/02/25
SPA,209,202110,10383,202110,10383,INFL,2020/02/25
SPA,209,202110,10383,202110,10383,MOIE,2020/02/25
SPA,209,202110,10383,202110,10383,SDP,2020/03/30
SPA,209,202110,10383,202110,10383,W,2020/02/25
SPA,209,202110,10383,202110,10383,WLC,2020/02/25
SPA,251,202110,10384,202110,10384,A4,2020/02/25
SPA,251,202110,10384,202110,10384,ASPA,2020/02/25
SPA,251,202110,10384,202110,10384,MOIB,2020/02/25
SPA,251,202110,10384,202110,10384,MOIE,2020/02/25
SPA,251,202110,10384,202110,10384,WLC,2020/02/25
SPA,252,202110,10385,202110,10385,ASPA,2020/02/25
SPA,252,202110,10385,202110,10385,MOIE,2020/02/25
SPA,252,202110,10385,202110,10385,W,2020/02/25
SPA,252,202110,10385,202110,10385,WLC,2020/02/25
SPA,319,202110,10386,202110,10386,ASPA,2020/02/25
SPA,319,202110,10386,202110,10386,INFL,2020/02/25
SPA,319,202110,10386,202110,10386,MOIB,2020/02/25
SPA,319,202110,10386,202110,10386,MOIE,2020/02/25
SPA,319,202110,10386,202110,10386,WLC,2020/02/25
SPA,343,202110,10387,202110,10387,MOIB,2020/02/25
SPA,343,202110,10387,202110,10387,MOIE,2020/02/25
SPA,343,202110,10387,202110,10387,W,2020/02/25
SPA,419,202110,10388,202110,10388,ASPA,2020/02/25
SPA,419,202110,10388,202110,10388,MOIB,2020/02/25
SPA,419,202110,10388,202110,10388,MOIE,2020/02/25
SPA,419,202110,10388,202110,10388,WLC,2020/02/25
SPA,443,202110,10389,202110,10389,ASPA,2020/02/25
SPA,443,202110,10389,202110,10389,MOIB,2020/02/25
SPA,443,202110,10389,202110,10389,MOIE,2020/02/25
SPA,443,202110,10389,202110,10389,W,2020/02/25
SPA,443,202110,10389,202110,10389,WLC,2020/02/25
STA,107,202110,10355,202110,10355,A2,2020/02/21
STA,107,202110,10355,202110,10355,MOIC,2020/02/21
STA,107,202110,10356,202110,10356,A2,2020/02/21
STA,107,202110,10356,202110,10356,MOIC,2020/02/21
STA,206,202110,10357,202110,10357,A2,2020/02/21
STA,206,202110,10357,202110,10357,MOIC,2020/02/21
STA,207,202110,10358,202110,10358,A2,2020/02/21
STA,207,202110,10358,202110,10358,MOIC,2020/02/21
STA,209,202110,10359,202110,10359,A2,2020/02/21
STA,209,202110,10359,202110,10359,MOIC,2020/02/21
THE,104,202110,10491,202110,10491,A5,2020/03/04
THE,104,202110,10491,202110,10491,MOIA,2020/03/04
THE,212,202110,10492,202110,10492,W,2020/03/04
THE,243,202110,10501,202110,10501,A5,2020/03/04
